apk_name, have_lib, [arm64-v8a, armeabi-v7a, armeabi, x86, x86_64, mips, mips64, other], native-activity, ([jni_method_total_num, static_num, nostatic_num], [total_all_type, total_basic_type, total_icc_type, total_complex_type, total_complex_type]), [so_total_num, so_Java_num, so_onLoad_num], [have_other_elf, have_pwd_zip]
['org.androidsoft.games.memory.tux_7', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.libopenmw.openmw_8', 1, [1, 1, 0, 1, 1, 0, 0, 0], 0, ([40, 38, 2], [103, 102, 0, 1]), [6, 3, 1], [0, 0]]
['com.github.darthjoey91.hangman_4', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['net.stkaddons.viewer_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.jfo.app.makesomenoise_125', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.alfray.asqare_103', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['garden.lina.oblique_strategies_2', 1, [1, 1, 0, 0, 1, 0, 0, 0], 0, ([41, 4, 37], [152, 135, 1, 16]), [2, 0, 1], [0, 0]]
['eu.veldsoft.vitosha.blackjack_2', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.lloydtorres.stately_51', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.ecos.logic.flip_a_coin_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.yabause.android_1', 1, [0, 0, 1, 0, 0, 0, 0, 0], 0, ([12, 12, 0], [20, 19, 0, 1]), [1, 1, 1], [0, 0]]
['com.icesu.kinnaid_567', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.fgrim.msnake_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.replica.replicaisland_14', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['org.lufebe16.freecell_1021201', 1, [1, 1, 0, 0, 0, 0, 0, 0], 0, ([54, 45, 9], [153, 148, 0, 5]), [11, 2, 1], [0, 0]]
['com.miloshpetrov.sol2.android_14', 1, [1, 1, 1, 1, 1, 0, 0, 0], 0, ([324, 61, 263], [1204, 1165, 0, 39]), [2, 2, 0], [0, 0]]
['com.sanskritbasics.memory_34', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.jmstudios.pointandhit.android_12', 1, [0, 1, 1, 1, 0, 0, 0, 0], 0, ([493, 68, 425], [1822, 1723, 0, 99]), [2, 2, 0], [0, 0]]
['ru.exlmoto.snood21_3', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
['com.traffar.pentago_2', 1, [0, 1, 1, 0, 0, 0, 0, 0], 0, ([22, 20, 2], [59, 59, 0, 0]), [4, 2, 1], [0, 0]]
['com.netthreads.android.noiz2_12', 0, [0, 0, 0, 0, 0, 0, 0, 0], 0, ([0, 0, 0], [0, 0, 0, 0]), [0, 0, 0], [0, 0]]
